text,label_id,label,doc_id,annotation_id,exp_split
" . . . with "" the bourne identity "" we return to the more traditional action genre . 
",subjective,1,4298,subj_4298,train
"satin rouge is not a new , or inventive , journey , but it's encouraging to see a three-dimensional , average , middle-aged woman's experience of self-discovery handled with such sensitivity . 
",subjective,1,475,subj_475,train
"zhang . . . has done an amazing job of getting realistic performances from his mainly nonprofessional cast . 
",subjective,1,2878,subj_2878,train
"stevens' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls . 
",subjective,1,4360,subj_4360,train
" . . . a fascinating curiosity piece -- fascinating , that is , for about ten minutes . after that it becomes long and tedious like a classroom play in a college history course . 
",subjective,1,2370,subj_2370,train
"this seventh feature by chicago director covert uses the freedom of access afforded by the digital camera to emphasize the visceral quality of the story . 
",objective,0,6850,subj_6850,train
"van wilder is a guy who has been at his college for seven years . 
",objective,0,8504,subj_8504,train
"a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill . 
",subjective,1,3871,subj_3871,train
"a lean , surprisingly artful programmer , closer in spirit to something like don siegel's riot in cell block 11 than to typical boxing fare . 
",subjective,1,2046,subj_2046,train
"the plan goes by smoothly , but troubles comes when ray actually falls in love with eva . 
",objective,0,9458,subj_9458,train
"calvin ( cube ) , who inherited the struggling business from his deceased father , views the shop as nothing but a burden and waste of his time . 
",objective,0,8658,subj_8658,train
"it's sweet and romantic without being cloying or melodramatic . 
",subjective,1,4540,subj_4540,train
"the filmmaker's heart is in the right place . . . 
",subjective,1,2838,subj_2838,train
"before she drowns , the baby is rescued by manny and sid . 
",objective,0,6591,subj_6591,train
"originality ain't on the menu , but there's never a dull moment in the giant spider invasion comic chiller . 
",subjective,1,2169,subj_2169,train
"as obi-wan's investigations lead him to kamino , he finds a massive clone army being produced , with a bounty hunter - the last of the mandalorians - named jango fett as the master clone . 
",objective,0,7168,subj_7168,train
"uncompromising in his work , sullivan is just as devoted to his private life as an upstanding husband and father of two young boys . 
",objective,0,6386,subj_6386,train
"penny's love for her partner , taxi-driver phil , has run dry . 
",objective,0,7453,subj_7453,train
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . 
",subjective,1,2303,subj_2303,train
"de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork . but like bruce springsteen's gone-to-pot asbury park , new jersey , this sad-sack waste of a movie is a city of ruins . 
",subjective,1,2289,subj_2289,train
"this painter's block has lead to a desperate man obsessed with the need to paint , leaving the artist in a state of disarray . 
",objective,0,7764,subj_7764,train
"much like its easily dismissive take on the upscale lifestyle , there isn't much there here . 
",subjective,1,4434,subj_4434,train
"the problem with all of this : it's not really funny . 
",subjective,1,944,subj_944,train
"like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor . 
",subjective,1,1257,subj_1257,train
"a small house stands on a hill overlooking the inland sea . 
",objective,0,6507,subj_6507,train
"as this bizarro weekend unfolds , we see exactly what adam has to do to preserve his sanity and his friendships . 
",objective,0,7642,subj_7642,train
"he is extremely strict at work and believes in pushing his workers to the limit . 
",objective,0,5894,subj_5894,train
"one of [jaglom's] better efforts -- a wry and sometime bitter movie about love . 
",subjective,1,1250,subj_1250,train
"looking for a good story she also meets a welfare official , thomas , who also thinks that the foundation should be looked into . 
",objective,0,5913,subj_5913,train
"it is too bad that this likable movie isn't more accomplished . the actors try hard but come off too amateurish and awkward . 
",subjective,1,277,subj_277,train
"in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon ! 
",subjective,1,1001,subj_1001,train
"on a concert tour in india , they marry at a secret and romantic ceremony without any press attention . 
",objective,0,6315,subj_6315,train
"true to its animatronic roots : . . . as stiff , ponderous and charmless as a mechanical apparatus . . . 'the country bears' should never have been brought out of hibernation . 
",subjective,1,3174,subj_3174,train
"'wheatfield with crows' takes the life of vincent van gogh and sets it in the modern day music industry . 
",objective,0,7047,subj_7047,train
"but he doesn't plan on the long line of other houseguests that try to keep him from his mission . 
",objective,0,7157,subj_7157,train
"five young people apply to live in an isolated house together for six months whilst their every move is filmed by numerous cameras . 
",objective,0,9877,subj_9877,train
"an overemphatic , would-be wacky , ultimately tedious sex farce . 
",subjective,1,3778,subj_3778,train
"somehow ms . griffiths and mr . pryce bring off this wild welsh whimsy . 
",subjective,1,409,subj_409,train
"where as many films of this nature linger on the hard , the ugly , the blood , or just the stylistic ; empire focuses on the thinking , the love , and even the light-heartedness , as well as the violence . 
",subjective,1,4413,subj_4413,train
"gangster no . 1 is solid , satisfying fare for adults . 
",subjective,1,2768,subj_2768,train
"a mafia don ( om puri ) dies and leaves behind such a will which starts an unending war between guru gulab khatri ( akshay kumar ) , don's son-in law and vikrant ( rahul dev ) , don's only son . 
",objective,0,7643,subj_7643,train
"jones has crafted a natty narrative that , enhanced by erin nordstrom's editing , is filled with payoffs . 
",subjective,1,1078,subj_1078,train
"a smug and convoluted action-comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie . 
",subjective,1,3976,subj_3976,train
"e . t . works because its flabbergasting principals , 14-year-old robert macnaughton , 6-year-old drew barrymore and 10-year-old henry thomas , convince us of the existence of the wise , wizened visitor from a faraway planet . 
",subjective,1,3196,subj_3196,train
"'a fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '
",subjective,1,219,subj_219,train
