,text,label_id,exp_split,label,annotation_id,feat
17086,EU Trade Commissioner Peter Mandelson has launched top - level negotiations to avert a damaging economic war between America and Europe over subsidies for aircraft maker Airbus .,deeplift,dev,2,dev_17086,deeplift
10977,In one of Competition Commissioner Mario Monti # 39;s final acts before he retires at the end of the week he has officially approved Oracle # 39;s hostile takeover of PeopleSoft .,deeplift,dev,2,dev_10977,deeplift
2122,"After heavy rainfall forced numerous delays last year , the United States Tennis Association will rely on new machines to dry the courts faster .",gradients,dev,4,dev_2122,gradients
13390,An idea whose time has passed ? America Online told broadband subscribers in nine southern states to seek a new high - speed carrier by Jan. 17 .,lime,dev,3,dev_13390,lime
2839,"or decades , an airline job was a coveted plum . Good pay , generous benefits , strong unions and the glamour of air travel made pilots , flight attendants , mechanics and even baggage handlers the envy of their neighbors .",deeplift,dev,2,dev_2839,deeplift
15238,OIL futures prices rose in Europe today amid concerns about heating oil supplies at the beginning of the Northern Hemisphere winter .,ig,dev,1,dev_15238,ig
13288,The choice of Alberto R. Gonzales as attorney general may be part of a strategy to bolster his credentials with conservatives .,gradients,dev,4,dev_13288,gradients
1289,"Ordinary mice can be turned into marathon racers that run for hours and eat huge amounts of food without getting fat by altering a single gene , according to US and Korean scientists .",lime,dev,3,dev_1289,lime
11768,"So when he got an e - mail from gangsters threatening to bring his online sports betting operation to its knees , he paid up . Before long , though , the thugs wanted \$40,000 .",scaled attention,dev,0,dev_11768,scaled attention
8572,Foreign - born New Yorkers who plead guilty to misdemeanors are increasingly being turned over to immigration authorities for deportation .,scaled attention,dev,0,dev_8572,scaled attention
119,"NEW DELHI -- A powerful bomb killed at least 16 people , many of them schoolchildren , and wounded about 40 others as they assembled for an Independence Day parade yesterday in the northeastern state of Assam , authorities said .",scaled attention,dev,0,dev_119,scaled attention
14968,"More than 40 aid workers were dramatically rescued by helicopter yesterday as violence , including aerial bombardments of a town , flared across Sudan # 39;s crisis - plagued Darfur region .",scaled attention,dev,0,dev_14968,scaled attention
12887,"The Federal Reserve is primed to push up borrowing costs for the fourth time this year at its meeting on Wednesday , and is unlikely to pause at upcoming meetings",scaled attention,dev,0,dev_12887,scaled attention
80,Family Day in the Fens means fun and games to most folks . Players toddle around the bases with wide - eyed kids . Mothers beam . Children smile . All is bliss on the sun - splashed emerald lawn .,scaled attention,dev,0,dev_80,scaled attention
4332,"Now , it # 39;s up to the rest to follow PSV Eindhoven # 39;s example of halting Arsene Wenger # 39;s lean , mean and well - oiled footballing machine .",deeplift,dev,2,dev_4332,deeplift
2577,"Reuters - Financial markets may be all ears on\Thursday night for hints about August job growth from President\Bush , but they will be listening in vain since he plans to\purposely avoid an early peek .",scaled attention,dev,0,dev_2577,scaled attention
3427,Company hopes to attract users who will later upgrade to its small business software .,lime,dev,3,dev_3427,lime
5317,"VANCOUVER ( CP ) - How to make a seamless transition from the Olympics to the Paralympics is one of the lessons a five - member team from the Vancouver 2010 Organizing Committee is learning during a visit to the Athens Paralympic Games , said VANOC CEO John",deeplift,dev,2,dev_5317,deeplift
6585,"Reuters - Apple Computer is planning the next wave\of expansion for its popular iTunes online music store with a\multi - country European launch in October , the services chief\architect said on Wednesday .",scaled attention,dev,0,dev_6585,scaled attention
17142,Q : I am now happily using Mozilla Firefox for Web browsing instead of Microsoft Internet Explorer . Now I wonder whether I should also switch to Mozilla # 39;s free e - mail program .,deeplift,dev,2,dev_17142,deeplift
13416,Crude oil futures rose Friday as markets remained wary about a possible strike by oil workers in Nigeria and potentially low heating oil supplies at the beginning of the Northern Hemisphere winter .,scaled attention,dev,0,dev_13416,scaled attention
433,"ATHENS , Greece -- Things are clearly far from perfect for the US Olympic men # 39;s basketball team . But now , perfection isn # 39;t important . Victories are . Against anybody .",ig,dev,1,dev_433,ig
5360,NEW YORK -- US President George W. Bush yesterday scolded the United Nations for failing to join his crackdown on   quot;murderers .,scaled attention,dev,0,dev_5360,scaled attention
11867,CHICAGO _ No one who has watched Harry Stonecipher over the years should be surprised that he has just thrown the biggest punch yet in Boeing Co.,deeplift,dev,2,dev_11867,deeplift
671,"The 20 - year wait is over . America has its new Mary Lou , and her name is Carly Patterson . The 16 - year - old dynamo beat Russian superstar Svetlana Khorkina to give the United States another Olympic all - around champion Thursday night , closing with a dazzling ...",gradients,dev,4,dev_671,gradients
16396,Negotiators reached a tentative deal today to ease some of the mandatory prison sentences under former Gov. Nelson Rockefeller 's name .,scaled attention,dev,0,dev_16396,scaled attention
9369,"AP - When President Bush signed Project BioShield into law in July , he said he was immediately making   # 36;5.6 billion available to counter such anticipated threats as smallpox genetically engineered to render current vaccines useless .",lime,dev,3,dev_9369,lime
13753,"McAfee announces an add - on to its enterprise anti - virus software that boosts spyware protection for businesses . By Gregg Keizer , TechWeb News .",scaled attention,dev,0,dev_13753,scaled attention
16814,Tiger Woods has taken share of the first - round lead of the Target World Challenge in California with Colin Montgomerie and Jim Furyk .,ig,dev,1,dev_16814,ig
984,ISLAMABAD : Afghan President Hamid Karzai is arriving in Islamabad on Monday on a two day visit to Pakistan . He will have talks with President Pervez Musharraf and Prime Minister Ch .,gradients,dev,4,dev_984,gradients
13874,"NEW DELHI Ahead of crucial peace talks with Pakistan , Prime Minister Manmohan Singh of India is scheduled to visit Kashmir on Wednesday in a diplomatic offensive after pledging to cut the number of troops deployed in that strife - torn region .",scaled attention,dev,0,dev_13874,scaled attention
5967,"AFP - A film on a boy losing his vision to cancer has been chosen as India 's entry for an Oscar nomination , beating big - budget Bollywood productions , the director said .",deeplift,dev,2,dev_5967,deeplift
5254,Anyone gazing out to sea from the east Kent coast on Tuesday will have seen an unusual flurry of lifeboats and helicopters . Two miles off Deal a disaster was unfolding - two 100 ft boats,scaled attention,dev,0,dev_5254,scaled attention
10418,"All ISS systems continue to function nominally , except those noted previously or below . Day 7 of joint Exp.9 / Exp.10 operations and last full day before 8S undocking .",lime,dev,3,dev_10418,lime
537,AP - Police defused a time - bomb in a town near Prime Minister Silvio Berlusconi 's villa on the island of Sardinia on Wednesday shortly after British Prime Minister Tony Blair finished a visit there with the Italian leader .,scaled attention,dev,0,dev_537,scaled attention
12455,"The current Office System lineup -- including the various Office SKUs , Live Communications Server , SharePoint Portal Server , Project Server , Content Management Server , etc .",scaled attention,dev,0,dev_12455,scaled attention
16802,"ANAHEIM - The Los Angeles Dodgers got the established run producer they coveted for the middle of their lineup , and Jeff Kent got the team he wanted to play for since he was a boy .",scaled attention,dev,0,dev_16802,scaled attention
5335,"  TOKYO ( Reuters ) - The dollar edged up on Wednesday ,   recovering some of the losses it made after the Fed raised U.S.   interest rates as expected but did little to change the   market 's view that monetary tightening would continue at a   moderate pace .",scaled attention,dev,0,dev_5335,scaled attention
15745,"VIENTIANE - China and 10 South - east Asian countries signed historic trade pacts to pave the way for the world # 39;s biggest free - trade zone by 2010 , with a total population of nearly two billion people .",deeplift,dev,2,dev_15745,deeplift
7794,"AP - For the first time , scientists have created a genetic map of a cow , providing researchers a new tool to reduce animal disease and improve the nutrition of beef and dairy products , the Agriculture Department announced Wednesday .",scaled attention,dev,0,dev_7794,scaled attention
6808,"In an attempt to spark growth in its Net phone offer , the company reduces rates and offers new customers a month free .",lime,dev,3,dev_6808,lime
